accX,accY,accZ,gX,gY,gZ,gyrX,gyrY,gyrZ,mX,mY,mZ,oZ,oX,oY,delta
0.4345,0.1472,10.6554,-0.4618,0.5052,9.7827,-0.3128,0.1332,-0.2883,-23.3,-2,-43.7,88.55,-3.5,2.46,161912
0.0359,0.1987,8.0469,-0.4651,0.395,9.7876,-0.2004,-0.1637,-0.0965,-23.3,-2.3,-44,90.43,-2.43,2.92,162014
-0.2969,1.3036,7.6088,-0.3299,0.3091,9.7962,-0.0073,0.1173,-0.1442,-23.4,-2.3,-43.9,91.62,-1.73,1.8,162115
-0.662,1.4162,8.8657,-0.3776,0.385,9.7918,0.1075,0.0073,-0.0501,-23.5,-2.3,-43.9,91.35,-1.89,2.14,162217
-0.7063,0.5231,11.218,-0.4292,0.564,9.781,0.2969,0.0574,0.2505,-23.8,-2.6,-43.8,91.17,-3.3,2.51,162319
0.7937,-0.1113,10.5512,-0.2923,0.6096,9.7833,-0.6182,-0.3421,-0.0843,-23.8,-3,-44.1,89.26,-4.45,2.58,162422
-0.0718,0.8404,7.8266,-0.2512,0.5696,9.7869,0.2627,0.0159,0.3519,-24.2,-2.9,-44,91.62,-3.02,1.81,162523
-0.6033,0.4549,9.6833,-0.2375,0.3184,9.7986,-0.2175,0.1319,0.0147,-24.5,-2.5,-43.9,90.42,-2.39,1.15,162625
-0.5974,1.2929,8.442,-0.2971,0.395,9.7942,0.171,0.0171,0.0819,-24.6,-1.4,-43.7,88.39,-2.31,1.74,162727
-0.5578,1.409,9.098,-0.3252,0.5714,9.7846,0.1478,0.0525,-0.0086,-24.6,-1.1,-43.8,87.14,-3.08,1.83,162829
0.0227,0.741,10.4519,-0.2096,0.727,9.7774,0.1319,0.0538,-0.1197,-24.8,-1.2,-43.9,85.42,-4.07,1.28,162932
-0.5555,-0.6153,12.0021,-0.3252,0.414,9.7925,-0.1075,0.1808,-0.2162,-24.8,-1.5,-44,86.97,-3.13,1.27,163033
-0.3603,0.1197,9.4786,-0.2526,0.3572,9.7969,-0.0635,-0.2089,-0.1503,-24.7,-1.8,-44,90.25,-2.5,1.79,163135
-1.0475,0.9673,8.4743,-0.267,0.3085,9.7982,-0.1222,0.1234,-0.2004,-24.5,-1.9,-44.1,91.45,-1.8,1.56,163237
-0.7506,0.9182,9.584,-0.2584,0.2998,9.7987,-0.0965,-0.0709,0.0855,-24.4,-2,-44.2,91.43,-1.81,1.64,163339
1.1384,0.9254,12.6234,0.0612,0.5003,9.7937,0.5779,0.1662,0.066,-24.7,-1.9,-43.9,90.87,-2.12,0.63,163441
-0.0479,-0.2143,13.3201,-0.0802,0.5908,9.7885,-0.4826,0.0098,0.0501,-25,-2.3,-43.7,88.55,-3.45,0.47,163543
-0.2203,0.8523,8.5425,-0.1579,0.53,9.791,-0.033,-0.1148,0.1038,-25,-2.4,-43.2,89.54,-2.97,0.95,163646
-0.6764,0.68,8.5317,-0.2917,0.3642,9.7955,0.0195,0.0599,-0.0599,-24.8,-2.4,-43.4,90.82,-2.2,1.34,163748
-0.5124,0.9254,8.9854,-0.2936,0.4652,9.7912,0.1503,-0.0061,0.0024,-24.5,-2.2,-43.3,90.38,-2.48,1.64,163849
-1.0355,0.7506,10.0616,-0.3587,0.6123,9.7809,0.1686,-0.1319,-0.0867,-24.4,-2.4,-43.8,88.45,-3.58,2.1,163951
1.2198,0.4082,10.9642,-0.2315,0.7824,9.7727,-0.0684,-0.0525,-0.0819,-24.4,-3.1,-43.9,88.92,-4.58,1.36,164053
0.2538,0.2203,9.7121,-0.3316,0.6105,9.782,-0.066,0.0562,-0.1234,-24.5,-3.4,-44.2,90.48,-3.69,1.79,164155
-0.1018,1.1744,7.7991,-0.3953,0.4707,9.7874,-0.1381,0.0428,-0.0831,-24.4,-3.6,-44.4,94.14,-2.85,2.11,164257
-1.1157,0.9098,9.0214,-0.4756,0.3754,9.7879,-0.0648,0.044,-0.0354,-24.2,-3.5,-44.4,92.83,-2.29,2.66,164360
-0.6644,1.2246,9.5684,-0.6232,0.3585,9.7803,0.0195,0.1698,0.1014,-23.8,-3.4,-44.8,93.02,-2.1,3.41,164461
-0.7051,1.8232,9.8545,-0.7237,0.4982,9.7672,0.2651,0.0073,0.3604,-23.3,-3.2,-44.9,92.38,-2.53,4.25,164563
-2.1596,-1.1444,14.2659,-0.4122,0.3172,9.7928,-0.2615,0.1796,0.0195,-23.1,-3,-45,91.54,-3.04,2.92,164665
-0.4417,0.7278,8.4695,-0.4276,0.3353,9.7916,-0.0806,-0.0183,0.0794,-23.1,-2.5,-44.7,91.01,-2.03,2.69,164767
-1.1157,0.595,8.7975,-0.4923,0.2189,9.7918,-0.1393,0.0147,-0.1491,-23.5,-2,-44.5,92.3,-1.33,2.73,164869
-0.6931,1.4772,8.09,-0.555,0.3611,9.7843,0.0281,-0.0672,-0.0428,-23.5,-1.7,-44.2,91.25,-1.94,3.31,164971
-0.9266,0.3735,11.0133,-0.4188,0.4024,9.7894,0.0232,-0.1503,-0.1405,-23.5,-1.7,-44.2,90.96,-2.12,3.11,165074
0.0359,-0.4717,12.2188,-0.4348,0.0415,9.7969,-0.474,0.1662,-0.4166,-23.6,-2,-44.1,92,-1.47,2.29,165176
-0.5722,-0.6225,10.143,-0.3583,-0.0743,9.7998,0.1246,-0.3445,-0.237,-23.8,-1.9,-44.3,95.19,0.43,2.09,165277
-0.7913,0.1544,8.0026,-0.2987,-0.1166,9.8014,0.1588,0.0525,-0.044,-24.1,-1.9,-44.2,96.12,0.94,1.67,165379
-0.5734,0.8284,8.1271,-0.2879,-0.0553,9.8023,0.0562,0.0391,0.0696,-24.3,-1.9,-44.1,95.27,0.44,1.74,165481
-1.0738,-0.158,11.6071,-0.4346,-0.0112,9.797,0.0086,0.204,0.1552,-24.5,-2.1,-44.2,94.57,0.08,2.35,165583
0.7422,0.4597,8.4683,-0.52,0.2892,9.7886,0.3592,0.1943,0.4753,-24.2,-2.1,-44.7,92.49,-1.13,2.82,165686
-0.8487,-0.4393,10.4842,-0.4753,0.0131,9.7951,0.1894,-0.1906,0.4374,-24,-1.9,-45.1,94.53,0.09,2.69,165788
0.3041,0.2143,9.4798,-0.2165,0.053,9.8041,-0.0867,-0.303,0.1271,-23.9,-1.4,-45,91.52,-0.43,1.55,165889
-0.2753,1.1971,7.2604,-0.3247,0.1417,9.8002,0.2541,0.011,0.1112,-24.3,-0.5,-44.5,89.4,-0.35,1.72,165991
-0.7207,0.589,10.0736,-0.3637,0.2552,9.7966,0.0611,0.0562,-0.1026,-24.4,-0.5,-44.3,87.71,-1.35,1.95,166094
-0.7877,0.7207,9.8833,-0.5202,0.3258,9.7874,-0.0794,0.1002,-0.2712,-24.2,-0.8,-44.3,89.42,-1.69,2.44,166195
-1.5526,-1.336,13.3381,-0.7289,-0.1943,9.7776,-0.8674,0.3751,-0.5864,-23.6,-1.3,-44.6,93.89,1.14,4.26,166297
-0.1568,0.3053,7.8326,-0.715,-0.0957,9.7801,-0.2407,-0.0648,-0.0831,-23.3,-1.3,-44.9,93.27,0.67,4.29,166399
-1.0092,0.6692,9.0704,-0.5285,-0.1597,9.7911,0.044,-0.0269,0.022,-23.1,-1.2,-45.3,93.84,0.93,3.23,166501
-0.7207,0.7697,8.5497,-0.5092,-0.0172,9.7934,0.1869,-0.0232,0.0428,-23.3,-1.2,-45.4,92.84,0.34,2.96,166603
-0.7494,0.2741,11.5508,-0.6145,0.1553,9.7861,0.2786,0.0452,0.2761,-23.4,-1.8,-45.6,93.79,-0.37,3.54,166706
0.0012,-0.6165,10.0509,-0.5579,0.2324,9.788,-0.6023,-0.1478,-0.0367,-23.4,-2.1,-45.5,91.18,-1.93,3.8,166807
-0.5806,0.4214,8.187,-0.5339,0.1467,9.791,0.2114,-0.0574,0.43,-23.2,-2,-45.3,93.81,-0.38,3.48,166909
-1.1253,0.3771,8.0122,-0.5344,-0.0431,9.7909,-0.1381,0.182,0.0904,-23.4,-1.3,-45,92.45,0.12,3.12,167012
-0.5495,1.0762,8.0948,-0.5453,0.0032,9.7915,0.2028,0.0513,0.1637,-23.4,-0.6,-45.2,92.81,0.32,3.11,167113
-1.3647,0.0012,12.2296,-0.5678,0.0633,9.79,0.1429,-0.0318,-0.0635,-23.3,-0.1,-45.5,89.37,-0.37,3.32,167216
-0.4058,0.3065,10.5453,-0.6569,0.3649,9.7778,0.3702,0.1662,0.0098,-23.2,-0.3,-45.8,86.93,-1.79,3.62,167317
-0.7961,-0.1712,9.0656,-0.9804,0.0895,9.7571,-0.0391,0.2248,-0.1442,-22.7,-0.9,-45.8,91.07,-0.65,5.34,167419
-0.6847,-0.2382,9.4822,-0.8582,-0.0107,9.769,-0.0208,-0.1038,0.0611,-22.3,-1.2,-45.9,91.5,-0.41,5.33,167522
-1.0319,0.5052,7.8662,-0.8228,-0.0575,9.7719,-0.1246,-0.0086,0.0232,-21.9,-1.1,-45.9,92.79,0.34,4.81,167624
-1.7394,-0.2167,8.582,-0.7746,5.00E-04,9.776,0.16,0.2162,-0.0452,-22,-0.9,-45.8,93.16,0.51,4.07,167725
-0.6488,0.8045,12.3026,-0.9239,-0.0378,9.763,-0.0073,0.1723,0.2737,-22.2,-0.6,-45.5,92.48,0.16,5.07,167827
-0.0287,-0.5207,12.6701,-0.8433,-0.0478,9.7702,-0.1527,-0.3592,0.2236,-22.1,-0.3,-45.6,89.73,-0.17,5.57,167929
-0.0539,0.7757,8.3486,-0.4989,-0.0124,9.7939,0.1344,-0.5168,0.4178,-22.2,0.2,-45.5,90.36,0.21,3.8,168031
-0.9242,-0.0766,9.1063,-0.4123,-0.3184,9.7928,-0.2077,-0.0892,-0.2248,-22.5,0.6,-45.1,89.73,1.16,2.32,168134
-0.5842,0.8595,8.1774,-0.4256,-0.2034,9.7953,0.1869,0.0354,-0.0684,-23.4,1.3,-44.4,90.35,1.54,2.36,168235
-1.0199,-0.1209,11.3473,-0.5861,-0.1251,9.7883,0.0024,0.3225,-0.226,-23.7,1.4,-44,89.01,0.73,3.43,168337
-0.5231,0.0802,9.4703,-0.7805,0.1144,9.7749,0.2114,0.1417,-0.1381,-23.6,0.9,-44,87.47,-0.27,4.15,168439
-0.68,-0.5267,9.7396,-0.8767,-0.162,9.766,0.0819,-0.0831,0.0367,-23,0,-44.5,91.47,0.95,5.13,168541
-0.8954,-0.2957,10.1478,-0.7609,-0.2966,9.7726,-0.2761,-0.0953,-0.1124,-22.6,-0.2,-44.6,92.3,1.42,4.62,168644
-1.1516,0.3519,9.2452,-0.7224,-0.2578,9.7766,-0.1442,0.0538,-0.055,-22.6,0,-44.5,92.12,1.31,4.13,168746
-1.008,0.5207,9.1662,-0.758,-0.1358,9.7764,0.0904,0.0611,0.0648,-22.6,0,-44.1,91.6,1,4.34,168848
-1.0702,-0.1688,11.388,-0.7331,0.1037,9.7787,0.1979,-0.0916,0.3348,-22.7,0,-44,90.7,0.44,4.6,168949
-1.5323,-0.8966,12.736,-0.5847,0.0845,9.7888,-0.3457,-0.2896,0.077,-22.7,-0.1,-43.9,88.26,-1.06,3.9,169051
-0.431,0.3232,8.8562,-0.4746,-0.0055,9.7952,-0.0941,-0.1625,-0.0305,-23,0.3,-44,89.83,-0.1,3.06,169153
-1.3731,-0.0347,9.2177,-0.5644,-0.1953,9.7884,-0.0318,0.0464,-0.0599,-23.1,0.8,-43.9,88.97,0.73,3.12,169255
-0.9098,0.8272,8.2444,-0.6729,-0.0857,9.7832,0.1979,0.1625,0.022,-22.9,1.4,-43.9,88.61,0.5,3.93,169357
-1.5131,0.182,10.5764,-0.7496,-0.0083,9.778,-0.0171,0.011,-0.0415,-22.7,1.5,-44,85.78,0.09,4.3,169460
-0.4369,0.1077,10.1143,-0.8292,0.108,9.7709,0.2114,0.1552,-0.0684,-22.3,1.1,-44.1,87.21,-0.33,4.69,169562
-0.6177,-0.1844,10.3322,-1.0621,-0.2124,9.7466,-0.3873,0.3494,-0.2859,-21.5,0.6,-44.5,89.77,1.24,6.22,169663
-0.5004,0.0742,8.9711,-1.0154,-0.3548,9.7475,-0.2908,0.0611,-0.2468,-21.1,0.5,-44.7,89.72,1.18,5.88,169765
-1.482,0.5303,8.2061,-1.0643,-0.4408,9.7387,0.0476,-0.0342,-0.0501,-20.6,0.8,-44.7,91.84,2.46,6.11,169867
-1.2079,0.3591,9.4822,-1.0236,-0.3707,9.746,0.0501,-0.0293,-0.0024,-20.5,0.8,-44.7,91.61,2.27,6,169969
-1.1696,0.6979,10.5046,-1.0568,-0.0173,9.7495,0.4227,0.0073,0.3665,-20.6,0.5,-44.9,89.24,0.89,6.15,170071
-3.0323,-1.9632,14.3712,-0.8352,-0.1604,9.7697,-0.1845,0.2016,0.0403,-20.5,0,-44.9,91.7,0.94,4.89,170173
-1.3755,-0.0431,8.4707,-0.8345,-0.1141,9.7704,-0.3213,-0.0806,0.055,-20.6,0,-45,90.66,0.38,5.21,170276
-1.5706,-0.0431,9.1207,-0.7518,-0.3098,9.7729,-0.0648,-0.1063,0.0086,-21,0.2,-44.6,93.13,1.77,4.49,170378
-0.5088,0.9481,7.9009,-0.7758,-0.1216,9.7752,0.1967,0.0012,0.0586,-21.1,0.4,-44.6,92.11,1.2,4.54,170480
-1.0415,0.0072,11.0002,-0.6674,0.0104,9.7839,0.2896,0.0525,-0.1002,-21.4,0.1,-44.1,89.89,-0.06,3.9,170582
-0.1137,-0.3448,11.2144,-0.687,0.1123,9.7819,0.0037,-0.0354,-0.2566,-21.5,-0.4,-44,88.34,-0.94,3.98,170683
-0.5614,-0.2251,8.8466,-0.7683,-0.1323,9.7756,-0.0745,-0.055,-0.2065,-21.7,-1.1,-43.9,93.02,0.47,4.6,170785
-0.5974,0.2191,8.0086,-0.7684,-0.3288,9.771,-0.0635,-0.044,-0.0452,-22,-1.3,-44.1,95.37,1.89,4.53,170887
-0.8045,0.6333,8.6431,-0.7319,-0.3951,9.7713,-0.0391,-0.055,0.0635,-22.1,-1.1,-44,96.22,2.38,4.37,170989
-1.2175,0.103,10.7164,-0.7295,-0.2905,9.7752,0.0208,0.0037,0.0684,-22.2,-1.1,-44.1,95.26,1.79,4.26,171092
-0.0431,0.498,9.7181,-0.8043,-0.0395,9.7735,0.2382,0.1087,0.2883,-22.2,-1.3,-43.9,92.62,0.23,4.7,171193
-1.0451,-0.3412,10.0904,-0.7656,-0.1806,9.775,0.1356,-0.0367,0.1906,-22.3,-1.3,-43.7,93.78,0.9,4.24,171296
-0.5183,-0.1508,8.8681,-0.6199,-0.1459,9.786,-0.0159,-0.2187,-0.0037,-22.5,-1.3,-43.4,93.27,0.58,3.78,171397
-1.3024,-0.0694,8.8705,-0.6537,-0.2754,9.781,0.066,-0.0293,-0.0134,-22.9,-1.1,-43,94.86,1.66,3.86,171500
-0.7242,0.8021,8.8011,-0.6588,-0.1306,9.7836,0.0745,-0.088,-0.033,-23.4,-0.9,-42.7,93.43,0.76,3.85,171601
-0.9613,-0.1137,11.959,-0.575,0.0028,9.7898,0.1197,-0.1002,-0.1515,-23.6,-0.9,-42.5,92.75,0.38,3.34,171704
-0.5219,-0.5231,11.0073,-0.6379,0.0587,9.7857,-0.3042,0.1307,-0.3861,-23.8,-1.6,-42.3,93.77,-0.34,3.73,171805
-0.7985,-0.1592,8.6215,-0.7226,-0.2214,9.7775,-0.1454,-0.2162,-0.0819,-24,-1.8,-42.3,95.96,1.24,4.76,171907
-0.4549,0.4992,7.4939,-0.6343,-0.2821,9.782,0.0257,-0.0794,0.0831,-24,-1.8,-42.2,97.1,1.87,3.67,172010
-1.2354,0.6237,8.5365,-0.6742,-0.2976,9.7789,-0.0281,0.0073,0.0733,-24.1,-1.5,-42,94.59,1.65,3.95,172111
-0.6045,0.5435,9.9683,-0.7754,-0.2278,9.7733,0.11,0.1723,0.2077,-24.4,-1,-42.3,94.4,1.54,4.21,172213
1.1217,0.7805,8.6263,-0.7841,0.0326,9.7752,0.088,-0.2969,0.1185,-24.2,-0.7,-42.7,91.81,-0.19,4.59,172315
-0.5674,-0.1844,8.7113,-0.5791,-0.2107,9.7873,-0.3555,0.0012,-0.1124,-24.2,-0.5,-42.4,91.89,1.23,3.39,172417
-0.8296,-0.2957,8.8705,-0.4928,-0.2672,9.7906,-0.2101,-0.0159,0.055,-24.1,-0.3,-42.2,91.84,1.18,2.95,172519
-0.8224,0.4752,8.4587,-0.4197,-0.3236,9.7923,0.1185,-0.0538,0.2407,-24.3,0.2,-41.7,93,1.89,2.45,172621
-0.5016,0.9062,8.7376,-0.3445,-0.1365,9.7996,0.1723,-0.0904,0.1833,-24.5,0.6,-41.8,89.51,1.09,2.16,172723
-0.8787,0.0646,11.1773,-0.3557,0.02,9.8002,0.2395,0.1148,-0.0134,-24.7,0.7,-41.8,87.66,-0.12,2.08,172825
0.1401,0,10.149,-0.5638,0.0828,9.7901,-0.4545,0.2358,-0.4105,-24.6,0.4,-41.9,88.46,-1.02,2.77,172927
-0.5375,-0.146,8.3749,-0.7443,-0.0915,9.7779,-0.0379,0.2199,-0.1796,-24.3,0,-42,91.02,0.69,4.27,173030
-0.322,0.261,8.4384,-0.6694,-0.1943,9.7818,-0.0024,0,-0.0318,-24,0,-42.1,91.52,1.02,3.98,173131
-0.5806,0.7757,8.7963,-0.6026,-0.2916,9.7838,0.0464,-0.0721,-0.0159,-23.8,0.2,-41.7,92.7,1.78,3.64,173233
-0.8871,0.0634,10.0664,-0.6586,-0.2289,9.7818,0.0379,0.1319,0.0379,-24.1,0.4,-41.2,91.97,1.34,3.85,173335
-1.391,0.5662,10.3406,-0.7616,-0.1243,9.7762,0.2248,0.1356,0.1808,-24.2,0.6,-40.9,89.53,1.14,4.18,173438
-2.2362,-1.093,11.4419,-0.7351,-0.3674,9.7722,-0.2737,0.0122,-0.1979,-24,0.8,-41.2,90.27,1.65,4.32,173539
-0.6273,0.0646,8.0014,-0.4411,-0.1888,9.7949,-0.2297,-0.4398,-0.011,-24,0.9,-41.2,89.74,1.27,3.48,173641
-1.1073,0.0694,8.3498,-0.2585,-0.2539,9.8,0.0599,0.0195,-0.0635,-24.5,1.4,-41,90.51,1.74,1.62,173743
-0.5519,0.8595,8.2373,-0.2673,-0.0342,9.8029,0.3079,0.0586,0.0379,-25.2,1.5,-40.3,86.62,0.67,1.49,173846
-0.8715,-0.0922,11.3054,-0.2767,0.1156,9.8021,0.2749,0.1417,-0.0073,-25.5,1.4,-40,87.32,-0.33,1.61,173947
0.0706,-0.3747,11.0097,-0.4535,0.1597,9.7949,0.0061,0.1405,-0.1148,-25.2,0.9,-39.7,85.75,-1.44,2.32,174049
-0.0215,0.3531,8.3043,-0.7032,-0.1551,9.7802,0.1161,0.0281,0.0929,-24.4,0.9,-39.8,89.15,0.91,4.11,174152
-0.2406,0.492,7.7967,-0.5924,-0.2899,9.7844,0.0586,-0.0586,0.0782,-24,1.2,-40.2,90.41,1.77,3.56,174253
-0.6117,0.9625,8.3881,-0.5851,-0.2763,9.7853,0.1258,-0.0391,0.1136,-23.6,1.9,-40.7,88.08,1.61,3.42,174356
-0.9038,0.0994,10.5441,-0.5923,-0.1717,9.7872,0.0794,0.0098,0.1124,-23.6,2.2,-40.9,87.43,1.18,3.45,174457
-0.0874,0.565,8.7604,-0.6578,0.1306,9.7837,0.3885,0.2346,0.3653,-23.3,2.2,-41,84.39,-0.76,3.85,174559
-1.6616,-0.7183,10.6674,-0.6409,0.0367,9.7856,0.088,-0.3018,0.3946,-23.1,2.1,-40.8,85.21,-0.21,3.75,174661
-0.0395,0.316,9.0776,-0.3813,-0.0056,9.7992,-0.0757,-0.2065,0.1918,-22.9,2.2,-40.2,84.66,-0.44,2.3,174763
-0.8727,0.7829,8.8957,-0.4077,-0.0479,9.7981,0.0916,0.0452,0.0672,-23,2.4,-39.8,85.98,0.4,2.33,174865
-1.3156,0.6847,9.7217,-0.4938,0.1105,9.7936,0.1869,0.0293,-0.0745,-23.4,2.6,-39.3,82.18,-0.65,2.89,174968
-1.1827,0.182,11.7914,-0.5401,0.3283,9.7863,0.2309,0.0269,-0.055,-23.5,2.3,-39.2,83.15,-1.53,3.03,175069
-0.9062,-1.0259,13.1585,-0.665,0.3401,9.7782,-0.5473,0.1906,-0.347,-23.6,1.5,-39,82.94,-1.99,3.89,175171
-0.6404,-0.1915,9.8282,-0.7987,0.153,9.7729,-0.3335,-0.1051,-0.1808,-23.7,1,-39.2,86.67,-0.89,4.67,175274
-0.9373,0.3508,8.7652,-0.7191,-0.0124,9.7802,-0.0098,-0.033,0.0379,-23.7,0.9,-39,87.65,-0.16,4.2,175375
-0.4477,1.1492,8.8143,-0.661,0.0707,9.7841,0.1442,-0.0403,0.0367,-24,1.2,-38.5,87.27,-0.41,3.87,175477
-1.482,-0.0383,11.1917,-0.706,0.1173,9.7805,0.0892,0.1588,-0.0049,-24.3,1.2,-38.2,87.11,-0.53,3.86,175579
-0.0335,-0.7721,10.8122,-0.5905,0.3581,9.7823,-0.4056,-0.5058,-0.0929,-24.6,1.1,-37.9,85.11,-2.09,3.45,175681
-0.2083,0.498,7.3981,-0.5586,0.1571,9.7895,0.1148,0.4032,0.2859,-24.9,1.2,-37.6,87.19,-0.48,2.64,175783
-0.6021,0.1041,9.979,-0.3304,-0.0467,9.801,-0.2297,-0.1051,-0.0562,-25.1,1.5,-37.3,84.82,-0.67,2.64,175885
-1.0319,0.6464,9.3637,-0.3142,-0.0097,9.8016,0.0562,-0.0293,0.0684,-25.7,2.2,-36.5,85.92,0.11,1.82,175987
-0.6225,1.2031,8.4874,-0.3164,0.1461,9.8005,0.1857,0.0305,0.0513,-25.9,2.4,-36.3,85.48,-0.24,1.83,176090
-0.759,0.1113,11.5197,-0.3634,0.2765,9.796,0.2016,0.2028,-0.0257,-26.3,2.6,-35.7,82.19,-1.15,1.67,176191
-1.0343,-0.99,13.1789,-0.4424,0.058,9.7965,-0.5742,0.182,-0.3091,-26.3,2.2,-36.1,83.99,-1.47,2.39,176293
-0.1221,0.0275,9.426,-0.5218,0.0536,9.7926,-0.2993,0.0525,-0.2932,-26.1,1.9,-36.7,85.51,-0.31,3.05,176396
-0.8511,0.3903,8.0852,-0.6156,-0.1813,9.7856,-0.1234,0.1381,-0.1393,-25.9,1.9,-37.3,87.07,0.9,3.45,176497
-0.2729,1.0582,8.831,-0.5566,-0.135,9.7899,0.0965,-0.099,0.1258,-25.7,1.9,-37.1,86.92,0.79,3.25,176599
-0.3819,0.7937,10.1466,-0.5007,0.0285,9.7938,0.1234,0.011,0.121,-25.8,1.9,-37,86.38,0.38,2.98,176702
-0.3998,1.2115,8.6969,-0.6006,0.312,9.7833,0.4044,0.2138,0.2712,-25.8,1.8,-36.9,84.47,-1.15,3.2,176803
-1.5131,-0.6273,11.5903,-0.4491,0.1545,9.7951,-0.1833,-0.0965,0.1637,-25.9,1.8,-37,84.16,-1.34,2.75,176906
0.2227,0.2538,8.8358,-0.2218,0.2138,9.8018,-0.066,-0.055,0.1527,-26,2,-37.3,84.04,-1.29,1.52,177007
-0.8092,0.431,9.2332,-0.2742,0.1801,9.8012,-0.0354,0.0623,0.0354,-26.1,2.3,-37.3,84.44,-0.97,1.43,177110
-0.5028,0.9529,8.017,-0.3882,0.2453,9.7959,0.0147,0.1405,-0.0538,-26.2,2.6,-37.4,81.9,-1.41,2.02,177211
-1.4509,0.2298,11.9387,-0.3931,0.2118,9.7965,0.2688,0.1075,0.0208,-26.1,2.7,-37.5,82.38,-1.09,2.39,177313
-0.3029,-0.2873,11.8178,-0.4281,0.2153,9.7949,-0.3995,0.38,-0.2126,-25.8,2.5,-38,81.46,-1.81,2.61,177416
-0.741,0.2418,8.1008,-0.6064,0.0547,9.7877,0.1222,0.0073,0.0452,-25.4,2.5,-38.5,83.31,-0.33,3.59,177518
-0.9589,-0.1041,10.4591,-0.4524,-0.1435,9.7952,0.0159,0.0049,-0.0232,-25.2,2.5,-38.8,84.58,0.68,2.85,177619
-0.4381,1.1253,8.3558,-0.4846,-0.0623,9.7945,0.1051,-0.1319,0.055,-25,2.7,-39.3,84.14,0.36,2.83,177722
-0.3496,0.4752,10.7344,-0.2596,0.0814,9.8029,0.0916,-0.2541,0.0049,-25.1,2.7,-39.5,83.02,-0.33,1.89,177823
0.1891,0.0036,9.6067,-0.2564,0.484,9.7913,0.3958,-0.0709,0.1698,-25.1,2.3,-39.8,81.4,-2.83,1.5,177925
-0.5315,0.249,9.6534,-0.2276,0.4801,9.7922,0.3482,-0.1393,0.2211,-25.1,2,-39.6,82.63,-1.99,1.42,178027
-0.8847,0.1161,9.7384,-0.117,0.3036,9.8013,-0.369,-0.1918,-0.121,-24.9,1.7,-39.6,81.84,-2.41,0.83,178130
-0.6285,0.7195,9.098,-0.1194,0.2035,9.8038,-0.0733,0.0806,0.0305,-24.9,1.9,-39.6,83.68,-1.19,0.7,178231
-0.4357,1.306,8.5114,-0.2316,0.3361,9.7982,0.0941,0.0024,-0.0232,-24.8,2.1,-39.5,83.28,-1.54,1.09,178333
-0.8942,0.2298,12.6905,-0.1852,0.4095,9.7963,0.3519,0.2468,0.1148,-24.6,2.3,-39.4,82.16,-2.29,1.03,178436
0.4501,1.093,9.5086,-0.3276,0.466,9.7901,-0.2896,0.1808,-0.248,-24.3,2.3,-39.5,81.11,-2.85,1.47,178537
-0.091,0.4501,9.013,-0.3599,0.2842,9.7959,-0.1943,-0.0086,-0.1319,-23.8,1.9,-40.3,82.58,-1.94,2.21,178639
-0.5818,0.8811,8.2528,-0.4119,0.1769,9.7964,-0.0586,0.1136,0.0171,-23.4,2.1,-41,83.72,-1.01,2.3,178742
-0.1472,0.6488,9.1051,-0.4382,0.198,9.7949,0.0574,-0.0171,0.1185,-23,2.4,-40.9,83.55,-1.16,2.56,178843
0.237,0.267,9.8701,-0.574,0.3143,9.7848,0.1784,0.2566,-0.0183,-22.7,2.6,-40.9,80.79,-1.54,2.98,178945
1.4269,0.1448,8.6263,-0.8498,0.7204,9.7432,0.1637,0.1344,-0.5473,-21.9,2.5,-41.6,77.52,-3.72,4.6,179047
1.0151,-0.334,11.0887,-0.9771,0.6002,9.7394,-0.0965,0.1283,-0.7599,-21.4,2,-42.4,79.79,-3.58,5.42,179149
0.2418,-0.7865,10.9559,-0.9488,0.3707,9.7536,-0.4325,0.1735,-1.5931,-20.7,0.4,-43.5,86.48,-2.17,5.56,179251
0.0072,-0.5507,9.1961,-1.0141,0.0798,9.7538,-0.0354,0.0049,-1.7959,-20.6,-1,-43.8,90.43,-1.12,6.11,179353
-1.0175,-0.7254,9.6079,-0.8879,-0.0552,9.7662,0.1307,-0.2443,-1.6897,-20.4,-3.8,-44.3,99.65,0.15,5.55,179455
-1.9561,-1.0558,11.3485,-0.5207,-0.1217,9.7921,0.0244,-0.4239,-1.5895,-20,-7.4,-44.6,108.14,0.65,3.73,179557
-1.3515,-1.0116,12.5384,-0.3082,-0.0614,9.8016,-0.3787,-0.27,-1.3109,-19.8,-11.1,-44.5,117.81,0.36,1.8,179660
-1.0546,0.8428,7.0533,-0.4786,-0.2252,9.7924,-0.3213,-0.1466,-0.9346,-19.3,-13.2,-44.5,123.77,1.49,2.78,179761
-1.3934,0.8104,8.1247,-0.4139,-0.6111,9.7788,-0.391,0.0648,-0.5461,-18.3,-15.1,-44.4,131.67,3.57,2.42,179863
-0.6512,1.0618,9.9204,-0.314,-0.4584,9.7909,0.0977,-0.1442,-0.0452,-17.5,-15.7,-44.7,134.41,3.11,2.26,179966
-0.8284,0.2502,10.4507,-0.3258,-0.2644,9.7977,0.1222,-0.0305,0.121,-17,-16.2,-45.1,133.25,1.8,1.9,180067
-0.5567,0.8056,11.2946,-0.2529,-0.0494,9.8033,0.2712,-0.1478,0.3042,-17.1,-16.5,-45,132.38,0.82,1.57,180169
