accX,accY,accZ,gX,gY,gZ,gyrX,gyrY,gyrZ,mX,mY,mZ,oZ,oX,oY,delta
-0.1664,0.5136,8.8298,0.3438,0.2586,9.7972,-0.3848,0.0342,-0.0318,-32.5,1.1,-43.5,85.26,-2,-1.86,184462
-0.8092,0.747,8.7867,0.2668,0.0807,9.8027,-0.0574,0.0525,0.033,-32.7,1.8,-43.1,85.76,-0.47,-1.56,184563
-0.3519,1.1145,8.0613,0.1753,0.2085,9.8029,0.1356,0.1002,0.0367,-32.9,2.4,-43,85.19,-0.91,-1.22,184666
-0.7458,0.6225,9.7719,0.1106,0.4287,9.7967,0.3164,0.0293,-0.0171,-32.5,2.3,-43.2,83.76,-1.91,-0.69,184767
-0.1844,-0.7003,10.6111,0.0227,0.0687,9.8064,0.2004,0.2786,0.1808,-32.2,1.9,-43.4,85.87,-0.4,-0.13,184870
0.2119,-0.267,8.7209,-0.0668,0.0618,9.8062,-0.1344,-0.0916,0.0415,-31.8,1.7,-43.8,85.28,-0.88,0.44,184972
-0.3472,0.7314,8.6131,0.0015,-0.0417,9.8066,-0.0965,-0.0513,0.0024,-31.6,2.1,-43.8,86.76,0.24,-0.01,185074
-0.2047,0.82,9.3529,0.0897,-0.0042,9.8062,-0.0855,0.0476,-0.1075,-31.5,2.4,-44,86.3,0.02,-0.52,185175
-0.5531,0.3112,11.5041,0.0327,0.205,9.8045,0.3531,0.0257,0.0757,-31.6,2.5,-43.3,83.02,-1.2,-0.19,185277
-1.0523,-0.9744,11.8274,-0.0265,0.2655,9.803,-0.2834,-0.0122,-0.0293,-31.5,2.1,-43.4,83.6,-2,0.19,185383
-0.2107,0.2322,8.8454,0.1458,0.3041,9.8008,-0.088,-0.0867,0.0599,-31.4,1.7,-43.1,83.71,-1.78,-0.85,185482
-0.6057,0.2382,9.6019,0.228,0.1119,9.8034,-0.281,-0.16,-0.0782,-31.4,1.7,-43,84.98,-0.84,-1.26,185584
-0.6369,0.6201,8.5401,0.2022,0.124,9.8038,0.0428,0.0513,-0.011,-31.6,2,-42.7,85.45,-0.62,-1.29,185685
-0.6452,0.0227,11.6598,0.2485,0.1657,9.8021,-0.0599,-0.2883,-0.215,-31.7,2.2,-42.4,84.97,-0.97,-1.45,185787
0.0084,-0.8835,12.56,0.3835,0.2385,9.7962,-0.4362,-0.0098,-0.3726,-31.9,1.8,-42.2,84.26,-1.39,-2.24,185890
0.2346,-0.2107,9.2368,0.2459,0.1287,9.8027,0.1381,0.0782,0.0855,-31.9,1.6,-42.2,85.71,-0.43,-1.43,185992
0.4034,0.7063,6.9372,0.2828,0.0714,9.8023,0.0281,-0.0403,0.0965,-32,1.5,-42.2,85.7,-0.42,-1.65,186093
-0.0431,0.577,9.0585,0.3374,-0.033,9.8008,0.0452,0,0.0367,-31.9,1.7,-42.4,86.39,0.09,-1.87,186196
-0.1927,0.3256,10.5788,0.2749,-0.011,9.8028,-0.0293,0.088,0.0562,-31.8,2.1,-42.5,86.47,0.14,-1.73,186298
-0.0622,0.0275,10.064,0.2753,0.2258,9.8002,0.3372,0.0709,0.226,-31.6,2.3,-42.2,84.95,-0.97,-1.59,186400
-0.3699,-0.3077,9.5541,0.3737,0.0805,9.7992,0.2639,-0.011,0.171,-31.5,2.3,-42,85.42,-0.47,-2.18,186502
-0.3005,-0.2466,8.9771,0.4883,0.0938,9.794,-0.1637,-0.1894,-0.1283,-31.5,2.4,-41.8,84.55,-1.02,-2.68,186604
-0.2825,0.3376,8.5186,0.4456,-0.0362,9.7965,-0.0037,0.066,-0.0586,-31.7,2.4,-41.6,86.5,0.21,-2.6,186706
-0.4944,0.6285,10.0185,0.3145,0.0707,9.8014,0.0831,0.0525,-0.1148,-31.7,2.6,-41.5,84.15,-0.18,-2.02,186808
0.3639,-0.577,11.1366,0.2472,0.2412,9.8006,-0.1833,0.1124,-0.1857,-31.5,2.3,-42.1,84.18,-1.41,-1.45,186909
-0.5267,-0.8296,10.4914,0.023,0.0278,9.8066,-0.2541,0.3238,-0.171,-30.9,2,-42.9,86.25,-0.03,-0.2,187011
-0.2107,-0.176,9.5924,0.1659,-0.1656,9.8038,-0.2431,-0.2028,-0.0098,-30.3,1.9,-43.1,87.53,0.97,-0.97,187114
-0.4262,0.7314,9.1135,0.2606,-0.2028,9.8011,0.0611,-0.1014,0.1344,-30.1,2.2,-43,87.61,1.04,-1.31,187216
-0.5578,0.5423,10.6901,0.2678,-0.1101,9.8024,0.0415,0.0208,0.0904,-30.5,2.8,-42.5,85.01,0.64,-1.57,187318
-0.4992,0.17,11.5568,0.2177,0.127,9.8034,0.5253,0.1943,0.2663,-30.7,2.9,-42.4,83.26,-0.74,-1.27,187420
-1.0989,-1.1576,11.9147,0.1729,0.2104,9.8029,0,0.0733,0.1674,-30.5,2.6,-42.4,81.94,-1.53,-1.07,187522
-0.0946,0.0838,8.1415,0.3141,0.2746,9.7978,0.0709,-0.2309,0.1075,-30.3,2.4,-43,83.2,-1.87,-1.64,187623
-0.2897,0.6081,8.2827,0.3098,0.1858,9.8,0.1283,-0.066,-0.0049,-30.2,2.4,-43.3,84.35,-1.09,-1.81,187725
-0.4764,1.0606,8.7544,0.2404,0.3068,9.7989,0.0574,0.0415,-0.0831,-30.3,2.5,-43.1,81.42,-1.79,-1.41,187827
-0.2634,0.0156,11.558,0.3106,0.3896,9.794,0.1894,-0.1038,-0.1271,-30.3,2.2,-43,82.55,-2.28,-1.82,187931
0.249,-0.1472,10.6829,0.4263,0.5566,9.7816,0.16,-0.1356,-0.0696,-30.4,1.3,-42.7,82.88,-3.25,-2.5,188032
-0.3029,0.3938,8.5964,0.3442,0.3372,9.7948,-0.0086,0.1222,0.0183,-30.6,0.8,-42.7,85.12,-1.97,-2.01,188133
0.0084,1.0187,8.0768,0.2637,0.119,9.8024,-0.088,0.0892,0.0073,-30.6,0.6,-42.9,87.06,-0.7,-1.54,188235
-0.31,0.7554,8.3306,0.2163,0.1054,9.8037,0.0794,0.0305,0.0635,-30.5,1,-43.3,87.31,-0.48,-1.24,188337
-0.0431,-0.0431,11.1199,0.2161,0.165,9.8029,0.1368,-0.0208,0.2285,-30.1,1.5,-43.6,84.59,-0.96,-1.26,188439
0.0156,0.1113,9.0453,0.2192,0.4786,9.7925,-0.0757,-0.1075,0.3323,-30,1.6,-43.7,82.33,-2.42,-1.41,188542
-0.1712,0.0431,10.1227,0.2887,0.2463,9.7993,-0.2529,-0.0342,0.3348,-30,1.8,-43.9,83.78,-1.44,-1.69,188643
-0.0634,0.2538,8.7209,0.4824,0.1424,9.7937,-0.2529,0.0147,-0.1026,-30.4,2.3,-43.6,84.54,-0.83,-2.82,188746
-0.5387,0.4549,8.9256,0.3945,0.0847,9.7983,0.0428,0.2578,-0.1845,-30.6,2.9,-43.4,83.34,-0.48,-2.73,188847
-0.7961,-0.0275,11.0612,0.3038,0.1791,9.8003,0.1087,-0.0281,-0.0806,-30.6,3.1,-43.4,82.69,-1.05,-1.78,188949
-0.4597,0.4274,9.8964,0.3157,0.4347,9.7919,0.3213,-0.0061,-0.0391,-30.3,2.8,-43.5,80.83,-2.11,-1.85,189052
-0.6488,-1.1839,12.7563,0.3238,0.1933,9.7994,-0.3519,0.1784,-0.2993,-30.1,2.1,-43.7,83.06,-1.84,-2.14,189154
-0.328,0.3603,8.491,0.1871,0.1666,9.8034,-0.2505,0.022,-0.0635,-30,1.5,-43.8,83.98,-1.37,-1.17,189256
-0.1963,0.7949,8.2432,0.1711,0.0457,9.8051,-0.1051,0.022,0.0403,-29.8,1.4,-43.9,87.31,-0.48,-1.05,189357
-0.0563,0.7302,9.4332,0.1601,0.0577,9.8052,0.0147,0.0134,0.011,-29.5,1.8,-43.9,85.43,-0.34,-0.94,189460
-0.6656,0.0168,11.0397,0.1397,0.1197,9.8049,0.27,-0.1222,0.1918,-29.5,2,-43.9,85.51,-0.31,-0.66,189561
-0.2394,-0.7183,11.6717,0.1292,0.2566,9.8024,0.1918,0.1148,0.3067,-29.5,2,-43.9,83.65,-1.5,-0.76,189663
0.3759,0.7135,8.855,0.2522,0.2385,9.8005,0.2651,-0.2114,0.2871,-29.5,2.1,-43.8,84.44,-0.95,-1.15,189765
-0.4214,0.0599,9.2596,0.3691,0.1161,9.799,-0.1038,0.0098,-0.0733,-29.8,2.2,-43.9,84.5,-0.93,-2.16,189868
-0.3376,0.9577,7.7512,0.2274,0.1593,9.8027,0.1038,0.1319,-0.0611,-30,2.6,-43.8,82.67,-0.93,-1.33,189970
-0.8918,0.6608,9.7312,0.0748,0.2089,9.8041,-0.0049,0.1417,-0.1845,-30,2.4,-43.9,84.34,-1.22,-0.44,190072
-0.1137,0.0527,10.3645,0.1155,0.3717,9.7989,0.215,-0.0012,-0.0941,-29.6,2,-43.8,82.89,-2.17,-0.68,190174
-1.0295,-0.9637,12.2176,0.0271,0.0881,9.8062,-0.0073,0.1356,-0.0831,-29.5,1.5,-43.9,83.77,-1.44,-0.62,190276
-0.3675,0.0527,9.3254,-0.0035,-0.0592,9.8065,-0.1918,-0.0269,-0.1087,-29.3,1.2,-43.9,87.54,-0.32,0.06,190377
-0.6967,0.4405,8.9627,-0.0312,-0.1804,9.8049,-0.0819,0.0648,-0.0452,-29.4,1.4,-44.1,89.44,0.93,0.05,190479
-0.5818,0.3041,9.7671,-0.0414,-0.1169,9.8059,0.0049,0.066,0.0904,-29.3,1.9,-44.2,87.1,0.68,0.24,190581
-0.0982,-0.0431,11.0301,-0.1063,-0.0404,9.806,0.2224,0.0379,0.2407,-29.3,2.1,-44.3,86.47,0.24,0.62,190684
-0.1365,-0.9062,11.4646,-0.0134,0.059,9.8065,-0.3396,-0.3152,0.2101,-29.2,2,-44.4,84.77,-0.91,0.6,190786
-0.0706,0.4896,9.2165,0.1196,0.0437,9.8058,0.088,-0.2932,0.0611,-29.3,2.2,-44.4,85.59,-0.26,-0.7,190887
-0.3627,0.3148,8.6084,0.2097,-0.019,9.8044,-0.0342,-0.0183,-0.0696,-29.7,2.6,-44.1,84.27,0.11,-1.23,190991
-0.504,0.8739,8.2672,0.1802,0.0093,9.805,0.0941,0.0428,-0.1429,-30.1,3,-44.1,84.28,0.11,-1.16,191091
-0.923,0.1173,11.9363,0.1019,0.2157,9.8038,0.1527,-0.0195,-0.2529,-30.4,2.5,-44.2,82.34,-1.26,-0.6,191210
0.9062,-0.17,10.3777,0.1062,0.41,9.7975,-0.1967,-0.2431,-0.3189,-30.3,1.8,-44.1,82.57,-2.4,-0.62,191296
-0.0802,0.1377,9.4954,0.0273,0.1817,9.8049,-0.2602,0.3152,-0.3677,-30.1,0.8,-43.9,86.52,-1.06,-0.16,191397
-0.3639,0.1293,9.6271,0.0131,0.1011,9.8061,-0.3323,-0.0171,-0.1197,-30,0.1,-43.7,88.45,-1.05,-0.13,191500
-0.7578,0.8487,8.7161,-0.0027,0.098,9.8062,0.0452,0.0428,-0.0415,-30,0,-43.6,89.16,-0.57,0.02,191601
-0.5423,0.5974,9.0489,-0.0083,0.1878,9.8048,0.0782,0,0.0293,-30,-0.2,-44.1,88.4,-1.09,0.06,191704
-1.2689,0.4118,10.161,-0.0653,0.3486,9.8002,0.2749,-0.0012,0.3543,-30,-0.1,-44.4,87.66,-1.62,0.34,191806
0.5567,-0.3508,12.8437,0.1002,0.1558,9.8049,-0.3189,0.0684,0.2541,-30.1,-0.1,-44.4,87.48,-1.7,-0.27,191907
-0.0874,0.4633,9.1554,0.2437,0.0088,9.8036,-0.259,-0.0244,-0.0147,-30.5,0.6,-43.7,87.35,-0.44,-1.27,192009
0.182,0.4094,8.2109,0.2476,-0.086,9.8031,-0.0794,-0.0819,-0.0464,-30.9,1.4,-43.4,88.82,0.5,-1.45,192112
-0.5854,1.2294,8.2899,0.2805,0.0125,9.8026,0.0525,-0.1002,-0.1442,-31.4,2.4,-43.1,86.23,0.04,-1.48,192213
-1.1253,-0.0994,12.7419,0.3207,0.1508,9.8002,0.1747,-0.0696,-0.2346,-31.8,2.3,-43.1,85,-0.88,-1.87,192316
1.3958,-0.6907,11.5628,0.3664,0.2714,9.796,0.1723,-0.0831,-0.0831,-31.9,1.6,-42.9,83.46,-1.95,-1.99,192418
0.5088,0.2969,6.8139,0.206,0.3767,9.7972,0.4362,0.0977,-0.0012,-32,0.6,-42.8,85.08,-2.2,-1.2,192519
0.1425,0.3172,9.2955,0.235,0.2849,9.7997,0.0293,0.0965,-0.0672,-32.1,0.1,-43,87.44,-1.8,-1.53,192621
-0.741,0.486,9.0441,0.2554,0.2962,9.7988,-0.0244,-0.0721,-0.1173,-32,0,-43,87.81,-1.55,-1.34,192723
0.0407,0.8715,9.1207,0.1472,0.4132,9.7968,0.1735,0.2175,0.1197,-32,-0.5,-43.1,86.66,-2.42,-0.86,192825
-0.6249,0.7961,11.3353,0.0762,0.6058,9.7876,0.2431,0.2712,0.2443,-31.8,-0.6,-43.1,87.47,-3.18,-0.45,192933
-0.0599,0.2574,9.8928,0.0778,0.3438,9.8003,-0.2028,-0.3311,0.204,-31.5,-0.7,-43.6,88.44,-2.39,-0.2,193030
-0.1652,0.3986,9.3913,0.3775,0.1612,9.7981,-0.1845,-0.325,0.0684,-31.7,0.1,-43.3,88.63,-0.94,-2.21,193132
-0.6584,0.8068,8.8298,0.3573,-0.0057,9.8001,-0.0415,-0.0782,-0.1295,-32,0.9,-42.9,88.17,0.03,-2.09,193234
-0.2059,1.0271,9.645,0.3549,0.0591,9.8,0.1185,0.0757,-0.0599,-32.6,1.9,-42.5,85.89,-0.35,-2.07,193336
-0.2239,0.401,11.5365,0.3552,0.2816,9.7962,0.1759,-0.1173,-0.1747,-32.8,2,-42.6,84.51,-1.34,-1.91,193438
0.5231,-0.3615,10.9403,0.3414,0.4385,9.7909,0.0049,-0.0464,-0.2639,-32.9,1.2,-42.7,84.61,-2.56,-2,193539
0.1808,-0.2239,9.6139,0.2371,0.3607,9.7971,0.0024,-0.044,-0.2089,-32.7,0.5,-42.8,85.33,-2.11,-1.39,193642
-0.1233,0.4657,8.3079,0.1948,0.0773,9.8044,-0.4728,0.1051,-0.27,-32.6,-0.3,-42.6,88.94,-0.78,-1.2,193743
-0.9649,0.498,9.1303,0.2213,0.0497,9.804,0.0806,-0.0232,0.0269,-32.4,-0.2,-42.8,89.79,-0.15,-1.3,193846
-0.2059,0.2969,10.2867,0.222,0.2555,9.8008,0.2456,0.0134,0.2627,-32.4,-0.2,-42.9,88.48,-1.08,-1.32,193947
0.006,0.8152,9.6726,0.1758,0.5695,9.7885,0.463,0.0794,0.2871,-32.4,-0.2,-42.8,85.94,-2.89,-1.23,194050
-0.7817,-0.4286,10.4196,0.2289,0.2574,9.8006,-0.2859,0.0806,0.2053,-32.5,-0.4,-42.6,87.88,-1.5,-1.34,194151
-0.0994,0.3316,9.2572,0.4362,0.1849,9.7952,-0.248,-0.0562,0.033,-32.9,0.2,-42.4,88.49,-1.08,-2.55,194254
-0.3711,0.6728,8.8705,0.4473,0.0751,9.7962,0.0232,0.0379,-0.1454,-33.2,0.8,-42.1,87.52,-0.45,-2.64,194356
-0.0036,0.7614,8.989,0.4166,0.1845,9.7961,0.1124,0.0049,-0.099,-33.6,1.5,-41.9,85,-1.08,-2.44,194458
-0.3244,-0.2119,11.8764,0.508,0.3062,9.7887,0.1393,-0.1527,-0.1747,-33.7,1.3,-41.7,86.08,-1.57,-2.66,194560
-0.2107,-1.1648,12.821,0.5169,0.1661,9.7916,-0.4643,0.4349,-0.3543,-33.9,0.5,-41.7,85.66,-1.8,-3.52,194663
0.2179,0.2143,7.8254,0.359,0.2152,9.7977,0.2737,0.0501,-0.0538,-34,0.2,-42,88.71,-0.97,-2.17,194763
0.1915,0.6309,7.9356,0.3314,0.1134,9.8004,0.0012,0.0501,-0.0794,-33.8,0,-42.4,89.12,-0.66,-1.94,194866
-0.0096,1.0295,7.9428,0.1837,0.1344,9.804,0.1038,0.121,0.1112,-33.3,-0.1,-42.9,88.94,-0.79,-1.07,194967
-0.3268,0.1556,10.7715,0.1355,0.1055,9.8051,0.1637,-0.066,0.2957,-33,-0.2,-42.8,89.2,-0.59,-0.79,195070
0.5171,-0.334,10.9595,0.1881,0.3305,9.7993,0.3152,0.0672,0.3702,-32.7,-0.2,-42.9,87.38,-1.93,-1.1,195173
-0.5195,-0.0563,9.7887,0.2652,0.1602,9.8018,0.2187,0.0709,0.4924,-32.7,0.1,-42.8,88.92,-0.78,-1.75,195273
-0.5279,0.1832,8.9316,0.4283,0.1927,9.7954,-0.2053,0.0721,0.0122,-33,0.8,-42.7,86.55,-1.13,-2.5,195375
-0.6225,0.559,8.6443,0.3515,0.0653,9.8001,-0.0611,0.0574,0.0049,-33.3,1.4,-42.6,87.58,-0.42,-2.23,195477
0.0515,0.9888,9.1363,0.3088,0.1278,9.801,0.0941,-0.0147,-0.0354,-33.2,1.8,-42.7,85.35,-0.75,-1.8,195580
-0.5698,-0.255,12.5097,0.327,0.2139,9.7989,0.2236,0.1429,-0.1808,-33.2,1.8,-42.9,84.94,-1.05,-1.67,195682
-0.656,-0.8966,12.1506,0.1941,0.0836,9.8044,-0.2236,-0.0269,-0.1869,-33.1,1.3,-42.8,86.54,-1.22,-1.4,195784
0.3687,0.328,7.7644,0.1078,0.0871,9.8057,0.121,-0.0232,-0.0024,-33,1.1,-43,88.07,-0.12,-0.64,195885
-0.3268,0.4633,8.1989,0.1304,-0.1296,9.8049,-0.1393,0.0244,-0.1075,-32.7,0.9,-43.3,88.96,0.55,-0.72,195988
-0.3065,0.559,9.3494,0.1495,-0.1826,9.8038,0.0892,0.0024,0.1332,-32.5,1.4,-43.4,89.65,1.07,-0.87,196090
-0.5878,-0.1748,11.6346,0.1051,-0.0912,9.8057,0.0305,0.0464,0.1271,-32.5,1.7,-42.9,87.32,0.7,-0.7,196191
0.0192,-1.2438,10.7751,0.0597,0.249,9.8033,-0.0244,-0.1014,0.2468,-32.6,1.9,-43,84.6,-1.46,-0.35,196293
-0.1724,0.1999,8.1798,0.1314,0.1265,9.805,0.2162,-0.2541,0.2981,-32.7,2,-42.9,86.1,-0.27,-0.95,196395
-0.1197,0.2789,8.9651,0.302,0.0662,9.8018,-0.1857,-0.0269,-0.0171,-32.9,2.3,-43,85.85,-0.39,-1.76,196497
-0.7195,0.3879,9.1638,0.3115,0.079,9.8014,0.0696,0.0721,-0.0318,-33.1,2.6,-42.8,84.28,-0.21,-1.92,196599
0.0946,1.0786,9.4547,0.3657,0.2826,9.7958,0.1857,-0.1429,-0.1552,-33.4,2.4,-42.4,84.1,-1.65,-2.14,196701
-0.4345,0.3376,11.4778,0.4602,0.5092,9.7826,0.2285,-0.0794,-0.2957,-33.6,2,-42.2,83.15,-2.42,-2.73,196804
-0.8811,-0.571,11.3258,0.2688,0.3689,9.796,-0.4191,0.4276,-0.3738,-33.5,0.7,-42.2,85.31,-2.16,-1.57,196906
-0.0766,0.2191,9.3841,0.129,0.2678,9.8021,-0.38,-0.1002,-0.11,-33.1,0,-42.5,87.95,-1.57,-0.75,197008
-0.2837,0.8583,8.3905,0.1775,0.0624,9.8048,-0.0696,0.0354,0.0183,-32.9,0,-42.9,89.51,-0.36,-1.04,197110
-0.2286,0.6249,9.7504,0.216,0.0399,9.8042,0.0293,-0.121,0.0916,-32.9,0.5,-42.7,87.89,-0.23,-1.26,197211
-0.4417,-0.1437,11.9554,0.1904,0.1136,9.8041,0.226,0.0538,0.2663,-33,0.9,-42.4,87.84,-0.28,-1.19,197313
0.3124,-1.3886,13.0568,0.2566,0.2735,9.7995,-0.6072,-0.4264,-0.0709,-33,1.1,-42.4,86.06,-1.6,-1.5,197415
-0.2251,0.7434,7.4196,0.3209,0.082,9.8011,0.1808,0.248,0.3115,-33.2,1.4,-42.5,87.77,-0.33,-1.32,197518
-0.3256,0.2071,9.7815,0.4426,-0.0416,9.7966,-0.1234,-0.077,0.0208,-33.4,2.1,-42.6,86.45,0.09,-2.48,197619
-0.6476,0.6536,7.9631,0.3941,0.0926,9.7983,0.1796,0.0147,-0.033,-33.8,2.6,-42.3,84.31,-0.27,-2.43,197721
-0.4597,0.4142,10.3262,0.3998,0.2175,9.7961,0.0977,0.0122,-0.1051,-33.9,2.6,-42.3,83,-1.27,-2.34,197824
0.0503,-0.1903,10.5357,0.5837,0.4,9.7811,0.3103,-0.1442,-0.1393,-34.1,2,-42.1,83.12,-2.34,-3.42,197926
0.1676,0.0227,8.1654,0.3587,0.253,9.7968,0.1955,0.1613,0.0403,-34,0.9,-42,86.27,-1.48,-2.1,198028
0.6321,0.2083,8.6706,0.4101,0.1719,9.7966,-0.2236,-0.1112,0.0476,-34.1,0.6,-41.7,86.87,-1,-2.4,198130
0.3089,0.8607,8.2744,0.4956,-0.0531,9.794,-0.0464,-0.0147,-0.0281,-34,1.1,-41.8,88.63,0.31,-2.9,198232
0.176,1.0355,9.1686,0.4456,-0.1316,9.7956,-0.1258,0.121,-0.0794,-34.1,1.3,-41.9,88.94,0.54,-2.87,198335
0.0778,0.5866,12.3672,0.4406,-0.1011,9.7962,0.3873,0.0977,0.3067,-34.1,1.8,-42.1,87.23,0.59,-2.57,198437
0.079,-1.4114,12.5169,0.5608,0.0188,9.7906,-0.1833,-0.358,-0.0354,-34,1.7,-42,85.56,-0.66,-2.45,198538
-0.1568,0.2801,9.5086,0.5868,-0.0359,9.789,0.16,-0.2431,0.1417,-34,1.8,-42.1,87.03,0.47,-3.2,198641
-0.3316,0.0096,9.2009,0.6042,-0.0651,9.7878,0.1173,-0.0049,0.0171,-34.3,2.1,-41.9,87.03,0.49,-3.59,198742
-0.0575,0.8116,7.926,0.4705,0.1539,9.7941,0.2993,0.2285,0.0489,-34.4,2.4,-41.9,85.2,-0.9,-2.75,198843
-0.3891,0.0299,9.5792,0.3586,0.3046,9.7954,0.1833,0.0391,-0.1466,-34.3,2.1,-41.9,84.53,-1.44,-2.36,198946
1.919,-0.2705,9.979,0.4443,0.6167,9.7772,-0.1503,-0.2199,-0.2382,-34,1.1,-42.1,83.52,-3.55,-2.2,199047
0.3567,0.6081,7.6483,0.2457,0.3987,9.7955,-0.1332,-0.2456,-0.055,-33.7,0.3,-42.3,86.97,-2.33,-1.44,199150
0.8128,0.8152,8.5796,0.4089,0.0998,9.7976,-0.4423,-0.0929,-0.0464,-33.7,0,-42.5,89.22,-0.58,-2.39,199251
-0.3136,0.4082,9.2703,0.5378,-0.0582,9.7917,-0.0208,-0.0464,0.0415,-33.8,0.3,-42.4,90.47,0.34,-3.14,199357
0.3352,0.6333,9.809,0.5605,-0.0125,9.7906,0.0586,0.0977,0.077,-34.1,0.9,-42,88.28,0.07,-3.47,199456
0.5124,0.838,10.6362,0.4623,0.1073,9.7952,0.1625,0.1271,0.2382,-34.4,1.5,-41.9,85.57,-0.63,-2.7,199557
0.5076,-0.5411,11.6227,0.5336,0.2223,9.7896,-0.336,-0.1808,0.0024,-34.3,1.4,-41.8,86.4,-1.3,-3.12,199660
0.2394,0.9768,7.8302,0.6535,0.1751,9.7833,-0.1319,-0.1491,-0.0086,-34.4,1.6,-42.1,84.89,-1.05,-3.48,199762
-0.4932,0.1137,9.0333,0.6286,-0.0469,9.7864,-0.2566,-0.0049,-0.0965,-34.6,2,-41.8,86.78,0.25,-3.82,199863
-0.1329,0.7949,8.0086,0.5376,0.0349,9.7918,0.1442,0.0269,0.0098,-34.8,2.4,-41.7,86.52,0.02,-3.19,199966
-0.2921,-0.2526,11.8441,0.5832,0.1588,9.788,0.1503,-0.1161,-0.1576,-34.6,2.5,-41.7,83.88,-0.64,-3.24,200067
1.0702,-0.7913,11.2767,0.6327,0.344,9.7802,-0.5486,-0.0073,-0.5009,-34.7,1.8,-42,83.71,-2.01,-3.7,200170
-0.0299,0.2993,7.6674,0.4101,0.0658,9.7979,0.1087,0.303,-0.1087,-34.6,1.4,-41.9,87.77,-0.38,-2.4,200272
0.4166,0.3208,8.4276,0.5124,-0.0963,9.7928,-0.1442,0.0281,-0.0501,-34.4,0.8,-42.3,88.97,0.56,-3,200374
-0.7554,-0.0072,9.657,0.4729,-0.216,9.7929,0.1466,0.0574,0.193,-34.2,0.8,-42.1,89.78,1.15,-2.95,200476
-0.2227,0.1305,10.0185,0.407,-0.186,9.7964,-0.0586,0.0513,0.1991,-34.2,1.2,-42.2,89.69,1.09,-2.38,200577
0.1425,-0.0491,11.7651,0.4043,-0.1146,9.7976,0.1943,-0.0965,0.485,-34.2,1.6,-41.9,87.68,0.92,-2.22,200680
0.2251,-0.9194,11.9638,0.4403,-0.0668,9.7965,-0.3348,-0.2272,0.2187,-34,2.2,-42.1,86.96,0.39,-2.57,200782
0.6393,0.6608,8.1475,0.7208,-0.0955,9.7797,0.2798,-0.2944,0.54,-34.2,3.3,-41.8,85.35,0.6,-3.75,200886
0.1185,0.2023,9.0046,0.7075,-0.2416,9.7781,-0.0892,0.0525,0.0147,-34.5,4.1,-41.9,84.4,1.26,-4.24,200985
-0.3124,0.5914,8.9399,0.6392,-0.1741,9.7842,0.0354,-0.0098,-0.0293,-35,4.9,-41.7,82.54,1.02,-3.74,201088
-0.1604,-0.2274,11.9794,0.6046,-0.0731,9.7877,0.1967,0.0501,-0.1405,-35,5.1,-41.6,81.78,0.43,-3.53,201190
1.4222,-0.8248,10.6614,0.6047,0.1273,9.7872,0.215,-0.0367,-0.1491,-34.8,4.6,-41.8,80.23,-0.74,-3.54,201298
0.0946,0.1903,8.7317,0.4136,0.0215,9.7979,0.4985,0.1344,0.1136,-34.7,4.2,-41.7,83.95,0.66,-2.68,201393
0.2131,0.2993,9.4379,0.4972,-0.0524,9.7939,-0.0293,0.0269,-0.0965,-34.6,3.5,-42.1,83.45,0.31,-2.91,201496
-0.6512,0.5842,9.0692,0.3984,-0.0555,9.7984,-0.0354,0.1405,-0.1417,-34.5,3.3,-42.1,85.2,0.4,-2.59,201598
-0.644,0.1413,10.4232,0.28,0.0647,9.8024,-0.0428,0.1148,0.0098,-34.3,2.9,-42.7,84.28,-0.34,-1.92,201700
-0.6464,-0.1676,12.0919,0.2405,0.2284,9.801,0.347,0.1173,0.4789,-34,2.7,-42.8,83.59,-0.91,-1.44,201802
-1.0151,-0.9529,12.4822,0.3667,0.1733,9.7983,-0.3641,-0.485,0.2187,-33.6,2.7,-43.1,83.34,-1.01,-2.14,201903
-0.735,-0.3256,10.1239,0.4601,0.1332,9.7949,-0.2859,-0.3348,-0.0415,-33.5,3.2,-42.9,83.36,-0.78,-2.69,202011
-0.0419,1.0475,8.2684,0.4654,-0.0351,9.7955,0.066,-0.0208,0.0953,-33.7,4.1,-42.3,83.14,0.2,-2.72,202108
0.2861,1.3946,8.6491,0.5092,0.052,9.7933,0.1381,-0.1051,0.0171,-34,4.7,-42.2,80.65,-0.3,-2.98,202210
-0.2885,0.3759,10.4722,0.6271,0.0184,9.7866,-0.0195,-0.2126,-0.3396,-34.1,4.7,-42.2,80.88,-0.11,-3.11,202318
0.2358,-0.7578,11.4132,0.639,0.0514,9.7857,-0.3238,-0.0562,-0.4154,-34.5,4,-42.1,82.27,-0.3,-3.74,202414
0.1712,-0.0922,8.5186,0.5765,-0.1895,9.7879,-0.0098,-0.1368,-0.1246,-34.8,3.7,-42,84.86,1.4,-3.21,202516
0.3543,0.4561,7.349,0.6354,-0.3043,9.7813,-0.1258,-0.0318,-0.0721,-35,3.3,-41.7,87.11,1.78,-3.72,202617
-0.5997,0.1963,9.3996,0.6093,-0.3501,9.7814,0.0379,-0.0354,0,-35.1,3.4,-41.9,87.48,2.05,-3.56,202719
-0.2502,0.0096,10.4794,0.4511,-0.2307,9.7936,0.1234,0.182,0.1796,-35.1,3.3,-41.8,86.76,1.5,-3.01,202822
